id,kode,nama,uraian,enabled
1884,682,-,-,1
1885,683,-,-,1
1886,690,"AIR MINUM",-,1
1887,691,Intake,-,1
1888,691.1,Broncaptering,-,1
1889,691.2,Sumur,-,1
1890,691.3,Bendungan,-,1
1891,691.4,"Saringan (screen)",-,1
1892,691.5,"Pintu air",-,1
1893,691.6,"Saluran Pembawa",-,1
1894,691.7,"Alat Ukur",-,1
1895,691.8,Perpompaan,-,1
1896,692,"Transmisi Air Baku",-,1
1897,692.1,Perpipaan,-,1
1898,692.2,"Katup Udara (Air Relief)",-,1
1899,692.3,"Katup Penguras (Blow Off)",-,1
1900,692.4,"Bak Pelepas Tekanan",-,1
1901,692.5,"Jembatan Pipa",-,1
1902,692.6,Syphon,-,1
1903,693,"Instalasi Pengelolaan",-,1
1904,693.1,"Bangunan Ukur",-,1
1905,693.2,"Bangunan Aerasi",-,1
1906,693.3,"Bangunan Pengendapan",-,1
1907,693.4,"Bangunan Pembubuh Bahan Kimia",-,1
1908,693.5,"Bangunan Pengaduk",-,1
1909,693.6,"Bangunan Saringan",-,1
1910,693.7,Perpompaan,-,1
1911,693.8,"Clear Hell",-,1
1912,694,Distribusi,-,1
1913,694.1,"Reservoir Menara Bawah Tanah",-,1
1914,694.11,Menara,-,1
1915,694.12,"reservoir di Bawah Tanah",-,1
1916,694.2,Perpipaan,-,1
1917,694.3,Perpompaan,-,1
1918,694.4,"Jembatan Pipa",-,1
1919,694.5,Syphon,-,1
1920,694.6,Hydran,-,1
1921,694.61,"Hydran Umum",-,1
1922,694.62,"Hydran Kebakaran",-,1
1923,694.7,Katup,-,1
1924,694.71,"Katup Udara (Air Relief)",-,1
1925,694.72,"Katup Pelepas (Blow Off)",-,1
1926,694.8,"Bak Pelepas Tekanan",-,1
1927,695,-,-,1
1928,696,-,-,1
1929,697,-,-,1
1930,698,-,-,1
1931,699,-,-,1
1932,700,PENGAWASAN,-,1
1933,701,"Bidang Urusan Dalam",-,1
1934,702,"Bidang Peralatan",-,1
1935,703,"Bidang Kekayaan Daerah",-,1
1936,704,"Bidang Perpustakaan / Dokumentasi / Kearsipan Sandi",-,1
1937,705,"Bidang Perencanaan",-,1
1938,706,"Bidang Organisasi / Ketatalaksanaan",-,1
1939,707,"Bidang Penelitian",-,1
1940,708,"Bidang Konferensi",-,1
1941,709,"Bidang Perjalanan Dinas",-,1
1942,710,"BIDANG PEMERINTAHAN",-,1
1943,711,"Bidang Pemerintahan Pusat",-,1
1944,712,"Bidang Pemerintahan Provinsi",-,1
1945,713,"Bidang Pemerintahan Kabupaten / Kota",-,1
1946,714,"Bidang Pemerintahan Desa",-,1
1947,715,"Bidang MPR / DPR",-,1
1948,716,"Bidang DPRD Provinsi",-,1
1949,717,"Bidang DPRD Kabupaten / Kota",-,1
1950,718,"Bidang Hukum",-,1
1951,719,"Bidang Hubungan Luar Negeri",-,1
1952,720,"BIDANG POLITIK",-,1
1953,721,"Bidang Kepartaian",-,1
1954,722,"Bidang Organisasi Kemasyarakatan",-,1
1955,723,"Bidang Organisasi Profesi Dan Fungsional",-,1
1956,724,"Bidang Organisasi Pemuda",-,1
1957,725,"Bidang Organisasi Buruh, Tani, Dan Nelayan",-,1
1958,726,"Bidang Organisasi Wanita",-,1
1959,727,"Bidang Pemilihan Umum",-,1
1960,730,"BIDANG KEAMANAN/KETERTIBAN",-,1
1961,731,"Bidang Pertahanan",-,1
1962,732,"Bidang Kemiliteran",-,1
1963,733,"Bidang Perlindungan Masyarakat",-,1
1964,734,"Bidang Kemanan",-,1
1965,735,"bidang Kejahatan",-,1
1966,736,"Bidang Bencana",-,1
1967,737,"Bidang Kecelakaan",-,1
1968,738,-,-,1
1969,739,-,-,1
1970,740,"BIDANG KESEJAHTERAAN RAKYAT",-,1
1971,741,"Bidang Pembagunan Desa",-,1
1972,742,"Bidang Pendidikan",-,1
1973,743,"Bidang Kebudayaan",-,1
1974,744,"Bidang Kesehatan",-,1
1975,745,"Bidang Agama",-,1
1976,746,"Bidang Sosial",-,1
1977,747,"Bidang Kependudukan",-,1
1978,748,"Bidang Media Massa",-,1
1979,749,-,-,1
1980,750,"BIDANG PEREKONOMIAN",-,1
1981,751,"Bidang Perdagangan",-,1
1982,752,"Bidang Pertanian",-,1
1983,753,"Bidang Perindustrian",-,1
1984,754,"Bidang Pertambangan / Kesamudraan",-,1
1985,755,"Bidang Perhubungan",-,1
1986,756,"Bidang Tenaga Kerja",-,1
1987,757,"Bidang Permodalan",-,1
1988,758,"Bidang Perbankan / Moneter",-,1
1989,759,"Bidang Agraria",-,1
1990,760,"BIDANG PEKERJAAN UMUM",-,1
1991,761,"Bidang Pengairan",-,1
1992,762,"Bidang Jalan",-,1
1993,763,"Bidang Jembatan",-,1
1994,764,"Bidang Bangunan",-,1
1995,765,"Bidang Tata Kota",-,1
1996,766,"Bidang Lingkungan",-,1
1997,767,"Bidang Ketenagaan",-,1
1998,768,"Bidang Peralatan",-,1
1999,769,"Bidang Air Minum",-,1
2000,770,-,-,1
2001,771,-,-,1
2002,772,-,-,1
2003,780,"BIDANG KEPEGAWAIAN",-,1
2004,781,"Bidang Pengadaan Pegawai",-,1
2005,782,"Bidang Mutasi Pegawai",-,1
2006,783,"Bidang Kedudukan Pegawai",-,1
2007,784,"Bidang Kesejahteran Pegawai",-,1
2008,785,"Bidang Cuti",-,1
2009,786,"Bidang Penilaian",-,1
2010,787,"Bidang Tata Usaha Kepegawaian",-,1
2011,788,"Bidang Pemberhentian Pegawai",-,1
2012,789,"Bidang Pendidikan Pegawai",-,1
2013,790,"BIDANG KEUANGAN",-,1
2014,791,"Bidang Anggaran",-,1
2015,792,"Bidang Otorisasi",-,1
2016,793,"Bidang Verifikasi",-,1
2017,794,"Bidang Pembukuan",-,1
2018,795,"Bidang Perbendaharaan",-,1
2019,796,"Bidang Pembina Kebendaharaan",-,1
2020,797,"Bidang Pendapatan",-,1
2021,798,-,-,1
2022,799,"Bidang Bendaharaan",-,1
2023,800,KEPEGAWAIAN,"Klasifikasi Disini: Kebijaksanaan Kepegawaian",1
2024,800.1,Perencanaan,-,1
2025,800.2,Penelitian,-,1
2026,800.043,Pengaduan,-,1
2027,800.05,Tim,-,1
2028,800.07,Statistik,-,1
2029,800.08,"Peraturan Perundang-Undangan",-,1
2030,810,PENGADAAN,"Meliputi: Lamaran, Pengujian Kesehatan, Dan Pengangkatan Calon Pegawai",1
2031,811,Lamaran,-,1
2032,811.1,Testing,-,1
2033,811.2,Screening,-,1
2034,811.3,Panggilan,-,1
2035,812,"Pengujian Kesehatan",-,1
2036,813,"Pengangkatan Calon Pegawai",-,1
2037,813.1,"Pengangkatan Calon Pegawai Golongan 1",-,1
2038,813.2,"Pengangkatan Calon Pegawai Golongan II",-,1
2039,813.3,"Pengangkatan Calon Pegawai Golongan III",-,1
2040,813.4,"Pengangkatan Calon Pegawai Golongan IV",-,1
2041,813.5,"Pengangkatan Calon Guru Inpres",-,1
2042,814,"Pengangkatan Tenaga Lepas",-,1
2043,814.1,"Pengangkatan Tenaga Bulanan / Tenaga Kontrak",-,1
2044,814.2,"Pengangkatan Tenaga Harian",-,1
2045,814.3,"Pengangkatan Tenaga Pensiunan",-,1
2046,815,-,-,1
2047,816,-,-,1
2048,817,-,-,1
2049,820,MUTASI,"Meliputi: Pengangkatan, Kenaikan Gaji Berkala, Kenaikan Pangkat, Pemindahan, Pelimpahan Datasering, Tugas Belajar Dan Wajib Militer",1
2050,821,Pengangkatan,-,1
2051,821.1,"Pengangkatan Menjadi Pegawai Negeri Tetap",-,1
2052,821.11,"Pengangkatan Menjadi Pegawai Negeri Golongan 1",-,1
2053,821.12,"Pengangkatan Menjadi Pegawai Negeri Golongan 2",-,1
2054,821.13,"Pengangkatan Menjadi Pegawai Negeri Golongan 3",-,1
2055,821.14,"Pengangkatan Menjadi Pegawai Negeri Golongan 4",-,1
2056,821.15,"Pengangkatan Menjadi Pegawai Negeri Sipil Yang Cuti Di Luar Tanggungan Negara",-,1
2057,821.2,"Pengangkatan Dalam Jabatan, Pembebasan Dari Jabatan, Berita Acara Serah Terima Jabatan",-,1
2058,821.21,Sekjen/Dirjen/Irjen/Kabag,-,1
2059,821.22,"Kepala Biro/Direktur/Inspektur/Kepala Pusat/Sekretaris/Kepala Dinas/Asisten Sekwilda",-,1
2060,821.23,"Kepala Bagian/Kepala Sub Direktorat/Kepala Bidang/Inspektur Pembantu",-,1
2061,821.24,"Kepala Subbagian/Kepala Seksi/Kepala Sub Bidang/Pemeriksa",-,1
2062,821.25,"Residen/Pembantu Gubernur",-,1
2063,821.26,"Wedana/Pembantu Bupati",-,1
2064,821.27,Camat,-,1
2065,821.28,"Lurah Administratif (Lurah Desa)",-,1
2066,821.29,"Jabatan Lainnya",-,1
2067,822,"Kenaikan Gaji Berkala",-,1
2068,822.1,"Pegawai Golongan 1",-,1
2069,822.2,"Pegawai Golongan 2",-,1
2070,822.3,"Pegawai Golongan 3",-,1
2071,822.4,"Pegawai Golongan 4",-,1
2072,823,"Kenaikan Pangkat / Pengangkatan",-,1
2073,823.1,"Pegawai Golongan 1",-,1
2074,823.2,"Pegawai Golongan 2",-,1
2075,823.3,"Pegawai Golongan 3",-,1
2076,823.4,"Pegawai Golongan 4",-,1
2077,824,"Pemindahan / Pelimpahan / Perbantuan",-,1
2078,824.1,"Pegawai Golongan 1",-,1
2079,824.2,"Pegawai Golongan 2",-,1
2080,824.3,"Pegawai Golongan 3",-,1
2081,824.4,"Pegawai Golongan 4",-,1
2082,824.5,"Lolos Butuh",-,1
2083,824.6,"Kurikulum dan Silabi",-,1
2084,824.7,"Proposal (TOR)",-,1
2085,825,"Datasering dan Penempatan Kembali",-,1
2086,826,"Penunjukan Tugas Belajar",-,1
2087,826.1,"Dalam Negeri",-,1
2088,826.2,"Luar Negeri",-,1
2089,826.3,"Tunjangan Belajar",-,1
2090,826.4,"Penempatan Kembali",-,1
2091,827,"Wajib Militer",-,1
2092,828,"Mutasi Dengan Instansi Lain",-,1
2093,829,-,-,1
2094,830,KEDUDUKAN,"Meliputi: Perhitungan Masa Kerja, Penyesuaian Pangkat/Gaji, Penghargaan Ijasah, Dan Jenjang Pangkat",1
2095,831,"Perhitungan Masa Kerja",-,1
2096,832,"Penyesuaian Pangkat / Gaji",-,1
2097,832.1,"Pegawai Golongan 1",-,1
2098,832.2,"Pegawai Golongan 2",-,1
2099,832.3,"Pegawai Golongan 3",-,1
2100,832.4,"Pegawai Golongan 4",-,1
2101,833,"Penghargaan Ijazah / Penyesuaian",-,1
2102,834,"Jenjang Pangkat / Eselonering",-,1
2103,835,-,-,1
2104,836,-,-,1
2105,837,-,-,1
2106,840,"KESEJAHTERAAN PEGAWAI","Meliputi: Tunjangan, Dana, Perawatan Kesehatan, Koperasi, Distribusi, Permahan/Tanah, Bantuan Sosial, Rekreasi Dan Dispensasi.",1
2107,841,Tunjangan,-,1
2108,841.1,Jabatan,-,1
2109,841.2,Kehormatan,-,1
2110,841.3,"Kematian/Uang Duka",-,1
2111,841.4,"Tunjangan Hari Raya",-,1
2112,841.5,"Perjalanan Dinas Tetap/Cuti/Pindah",-,1
2113,841.6,Keluarga,-,1
2114,841.7,"Sandang, Pangan, Papan (Bapertarum)",-,1
2115,842,Dana,-,1
2116,842.1,Taspen,-,1
2117,842.2,Kesehatan,-,1
2118,842.3,Asuransi,-,1
2119,843,"Perawatan Kesehatan",-,1
2120,843.1,Poliklinik,-,1
2121,843.2,"Perawatan Dokter",-,1
2122,843.3,Obat-Obatan,-,1
2123,843.4,"Keluarga Berencana",-,1
2124,844,"Koperasi / Distribusi",-,1
2125,844.1,"Distribusi Pangan",-,1
2126,844.2,"Distribusi Sandang",-,1
2127,844.3,"Distribusi Papan",-,1
2128,845,Perumahan/Tanah,-,1
2129,845.1,"Perumahan Pegawai",-,1
2130,845.2,"Tanah Kapling",-,1
2131,845.3,Losmen/Hotel,-,1
2132,846,"Bantuan Sosial",-,1
2133,846.1,"Bantuan Kebakaran",-,1
2134,846.2,"Bantuan Kebanjiran",-,1
2135,847,-,-,1
2136,848,-,-,1
2137,849,-,-,1
2138,850,"CUTI ","Meliputi Cuti Tahunan, Cuti Besar, Cuti Sakit, Cuti Hamil, Cuti Naik Haji, Cuti Diluar Tanggungan Negara Dan Cuti Alasan Lain",1
2139,851,"Cuti Tahunan",-,1
2140,852,"Cuti Besar",-,1
2141,853,"Cuti Sakit",-,1
2142,854,"Cuti Hamil",-,1
2143,855,"Cuti Naik Haji/Umroh",-,1
2144,856,"Cuti Di Luar Tangungan Neagara",-,1
2145,857,"Cuti Alasan Lain/Alasan Penting",-,1
2146,858,-,-,1
2147,859,-,-,1
2148,860,PENILAIAN,"Meliputi: Penghargaan, Hukuman, Konduite, Ujian Dinas,Penilaian Kakayaan Pribadi Dan Rehabilitasi",1
2149,861,Penghargaan,-,1
2150,861.1,Bintang/Satyalencana,-,1
2151,861.2,"Kenaikan Pangkat Anumerta",-,1
2152,861.3,"Kenaikan Gaji Istimewa",-,1
2153,861.4,"Hadiah Berupa Uang",-,1
2154,861.5,"Pegawai Teladan",-,1
2155,862,Hukuman,-,1
2156,862.1,"Teguran Peringatan",-,1
2157,862.2,"Penundaan Kenaikan Gaji",-,1
2158,862.3,"Penurunan Pangkat",-,1
2159,862.4,Pemindahan,"Catatan: Pemberhentian Untuk Sementara Waktu Dan Pemberhentian Tidak Dengan Hormat Lihat 887 Dan 888",1
2160,863,"Konduite, DP3, Disiplin Pegawai",-,1
2161,864,"Ujian Dinas",-,1
2162,864.1,"Tingkat 1",-,1
2163,864.2,"Tingkat 2",-,1
2164,864.3,"Tingkat 3",-,1
2165,865,"Penilaian Kehidupan Pegawai Negeri","Meliputi: Petunjuk Pelaksanaan Hidup Sederhana, Penilaian Kekayaan Pribadi ( LP2P )",1
2166,866,"Rehabilitasi / Pengaktifan Kembali",-,1
2167,867,-,-,1
2168,868,-,-,1
2169,869,-,-,1
2170,870,"TATA USAHA KEPEGAWAIAN","Meliputi: Formasi, Bezetting, Registrasi,Daftar, Riwayat Hidup, Hak, Penggajian, Sumpah,/Janji Dan Korps Pegawai",1
2171,871,Formasi,-,1
2172,872,"Bezetting/Daftar Urut Kepegawaian",-,1
2173,873,Registrasi,-,1
2174,873.1,NIP,-,1
2175,873.2,KARPEG,-,1
2176,873.3,"Legitiminasi/Tanda Pengenal",-,1
2177,873.4,"Daftar Keluarga, Perkawinan, Perceraian, Karis, Karsu",-,1
2178,874,"Daftar Riwayat Pekerjaan",-,1
2179,874.1,"Tanggal Lahir",-,1
2180,874.2,"Penggantian Nama",-,1
2181,874.3,"Izin kepartaian Organisasi",-,1
2182,875,"Kewenangan Mutasi Pegawai",-,1
2183,875.1,"Pelimpahan Wewenang",-,1
2184,875.2,"Specimen Tanda Tangan",-,1
2185,876,Penggajian,-,1
2186,876.1,SKPP,-,1
2187,877,Sumpah/Janji,-,1
2188,878,"Korps Pegawai",-,1
2189,879,-,-,1
2190,880,"PEMBERHENTIAN PEGAWAI","Meliputi Atas  Pemberhentian,Permintaan Sendiri, Dengan Hak Pensiun, Karena Meninggal Dunia, Alasan Lain, Dengan Diberi Uang Pesangon, Uang Tnggu Untuk Sementara Waktu Dan Pemberhentian Tidak Dengan  Hormat",1
2191,881,"Permintaan Sendiri",-,1
2192,882,"Dengan Hak Pensiun",-,1
2193,882.1,"Pemberhentian Dengan Hak Pensiun Pegawai Negeri Golongan 1",-,1
2194,882.2,"Pemberhentian Dengan Hak Pensiun Pegawai Negeri Golongan 2",-,1
2195,882.3,"Pemberhentian Dengan Hak Pensiun Pegawai Negeri Golongan 3",-,1
2196,882.4,"Pemberhentian Dengan Hak Pensiun Pegawai Negeri Golongan 4",-,1
2197,882.5,"Pensiun Janda / Duda",-,1
2198,882.6,"Pensiun Yatim Piatu",-,1
2199,882.7,"Uang Muka Pensiun",-,1
2200,883,"Karena Meninggal",-,1
2201,883.1,"Karena Meninggal Dalam Tugas",-,1
2202,884,"Alasan Lain",-,1
2203,885,"Uang Pesangon",-,1
2204,886,"Uang Tunggu",-,1
2205,887,"Untuk Sementara Waktu",-,1
2206,888,"Tidak Dengan Hormat",-,1
2207,889,-,-,1
2208,890,"PENDIDIKAN PEGAWAI","Meliputi: Perencanaan, Pendidikan Reguler, Pendidikan Non-Reguler, Pendidikan Ke Luar Negeri, Metode, Tenaga Pengajar, Administrasi Pendidikan, Fasilitas Sarana Pendidikan",1
2209,891,Perencanaan,-,1
2210,891.1,Program,-,1
2211,891.2,"Kurikulum dan Silabi",-,1
2212,891.3,"Proposal ( TOR )",-,1
2213,892,"Pendidikan _Egular / Kader",-,1
2214,892.1,"IPDN / APDN",-,1
2215,892.2,"Kursus-Kursus Reguler",-,1
2216,893,"Pendidikan dan Pelatihan / Non Reguler",-,1
2217,893.1,LEMHANAS,-,1
2218,893.2,"Pendidikan dan Pelatihan Struktural, SPATI, SPAMEN, SPAMA, ADUMLA, ADUM",-,1
2219,893.3,"Kursus-Kursus / Penataran",-,1
2220,893.4,"Diklat Tehnik, Fungsional Dan Manajemen Pemerintahan",-,1
2221,893.5,"Diklat Lainnya",-,1
2222,894,"Pendidikan Luar Negeri",-,1
2223,894.1,"Berkesinambungan / Berkala / Bergelar",-,1
2224,894.2,"Non Gelar / Diploma",-,1
2225,895,Metode,-,1
2226,895.1,Kuliah,-,1
2227,895.2,"Ceramah, Simposium",-,1
2228,895.3,"Diskusi, Raker, Seminar, Lokakarya, Orientasi",-,1
2229,895.4,"Studi Lapangan, Kkn, Widyawisata",-,1
2230,895.5,"Tanya Jawab / Sylabi / Modul / Kursil",-,1
2231,895.7,Penugasan,-,1
2232,895.8,Gladi,-,1
2233,896,"Tenaga Pengajar / Widyaiswara/Narasumber",-,1
2234,896.1,Moderator,-,1
2235,897,"Administrasi Pendidikan",-,1
2236,897.1,"Tahun Pelajaran",-,1
2237,897.2,"Persyaratan, Pendaftaran, Testing, Ujian",-,1
2238,897.3,STTP,-,1
2239,897.4,"Penilaian Angka Kredit",-,1
2240,897.5,"Laporan Pendidikan Dan Pelatihan",-,1
2241,898,"Fasilitas Belajar",-,1
2242,898.1,"Tunjangan Belajar",-,1
2243,898.2,Asrama,-,1
2244,898.3,"Uang Makan",-,1
2245,898.4,"Uang Transport",-,1
2246,898.5,"Uang Buku",-,1
2247,898.6,"Uang Ujian",-,1
2248,898.7,"Uang Semester / Uang Kuliah",-,1
2249,898.8,"Uang Saku",-,1
2250,899,Sarana,-,1
2251,899.1,"Bantuan Sarana Belajar",-,1
2252,899.2,"Bantuan Alat-Alat Tulis",-,1
2253,899.3,"Bantuan Sarana Belajar Lainnya",-,1
2254,900,KEUANGAN,-,1
2255,901,"Nota Keuangan",-,1
2256,902,APBN,-,1
2257,903,APBD,-,1
2258,904,APBN-P,-,1
2259,905,"Dana Alokasi Umum",-,1
2260,906,"Dana Alokasi Khusus",-,1
2261,907,"Dekonsentrasi (Pelimpahan Dana Dari Pusat Ke Daerah)",-,1
2262,907,-,-,1
2263,908,-,-,1
2264,910,ANGGARAN,-,1
2265,911,Rutin,-,1
2266,912,Pembangunan,-,1
2267,913,"Anggaran Belanja Tambahan",-,1
2268,914,"Daftar Isian Kegiatan (DIK)",-,1
2269,914.1,"Daftar Usulan Kegiatan (DUK)",-,1
2270,915,"Daftar Isian Poyek (DIP)",-,1
2271,915.1,"Daftar Usulan Proyek (DUP)",-,1
2272,915.2,"Daftar Isian Pengguna Anggaran (DIPA)",-,1
2273,916,"Revisi Anggaran",-,1
2274,917,-,-,1
2275,918,-,-,1
2276,920,"OTORISASI / SKO",-,1
2277,921,Rutin,-,1
2278,922,Pembangunan,-,1
2279,923,SIAP,-,1
2280,924,"Ralat SKO",-,1
2281,925,-,-,1
2282,926,-,-,1
2283,927,-,-,1
2284,930,VERIFIKASI,-,1
2285,931,"SPM Rutin (daftar p8)",-,1
2286,932,"SPM Pembangunan (daftar p8)",-,1
2287,933,"Penerimaan (daftar p6. p7)",-,1
2288,934,"SPJ Rutin",-,1
2289,935,"SPJ Pembangunan",-,1
2290,936,"Nota Pemeriksaan",-,1
2291,937,"SP Pemindahan Pembukuan",-,1
2292,938,-,-,1
2293,939,-,-,1
2294,940,PEMBUKUAN,-,1
2295,941,"Penyusunan Perhitungan Anggaran",-,1
2296,942,"Permintaan  Data Anggaran Laporan Fisik Pembangunan",-,1
2297,943,"Laporan Fisik Pembangunan",-,1
2298,944,-,-,1
2299,945,-,-,1
2300,950,PERBENDAHARAAN,-,1
2301,951,"Tuntutan Ganti Rugi (ICW Pasal 74)",-,1
2302,952,"Tuntutan Bendaharawan",-,1
2303,953,"Penghapusan Kekayaan Negara",-,1
2304,954,"Pengangkatan/Penggantian Pemimpin Proyak Dan Pengangkatan/Pemberhentian Bendaharawan",-,1
2305,955,"Spesimen Tanda Tangan",-,1
2306,956,"Surat Tagihan Piutang, Ikhtisar Bulanan",-,1
2307,957,-,-,1
2308,958,-,-,1
2309,959,-,-,1
2310,960,"PEMBINAAN KEBENDAHARAAN",-,1
2311,961,"Pemeriksaan Kas Dan Hasil Pemeriksaan Kas",-,1
2312,962,"Pemeriksaan Administrasi Bendaharawan",-,1
2313,963,"Laporan Keuangan Bendaharawan",-,1
2314,964,-,-,1
2315,965,-,-,1
2316,966,-,-,1
2317,970,PENDAPATAN,-,1
2318,971,"Perimbangan Keuangan",-,1
2319,972,Subsidi,-,1
2320,973,"Pajak,Ipeda, IHH,IHPH",-,1
2321,974,Retribusi,-,1
2322,975,Bea,-,1
2323,976,Cukai,-,1
2324,977,"Pungutan / PNBP",-,1
2325,978,"Bantuan Presiden, Menteri Dan Bantuan Lainnya",-,1
2326,979,-,-,1
2327,980,-,-,1
2328,981,-,-,1
2329,990,BENDAHARAWAN,-,1
2330,991,"SKPP / SPP",-,1
2331,992,"Teguran SPJ",-,1
2332,993,-,-,1
2333,994,-,-,1
2334,995,-,-,1
